GAME_SEQUENCE,GAME_ID,TEAM_ID,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,Playoffs
1,21200001,1610612764,24,15,23,22,0,0,0,0,84,0.35600000000000004,0.6,0.25,26,39,12,0
1,21200001,1610612739,31,19,24,20,0,0,0,0,94,0.456,0.682,0.35,22,54,20,0
2,21200002,1610612738,25,29,22,31,0,0,0,0,107,0.52,0.821,0.462,24,41,15,1
2,21200002,1610612738,25,29,22,31,0,0,0,0,107,0.52,0.821,0.462,24,41,15,1
2,21200002,1610612738,25,29,22,31,0,0,0,0,107,0.52,0.821,0.462,24,41,15,1
2,21200002,1610612738,25,29,22,31,0,0,0,0,107,0.52,0.821,0.462,24,41,15,1
2,21200002,1610612738,25,29,22,31,0,0,0,0,107,0.52,0.821,0.462,24,41,15,1
2,21200002,1610612738,25,29,22,31,0,0,0,0,107,0.52,0.821,0.462,24,41,15,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
2,21200002,1610612748,31,31,31,27,0,0,0,0,120,0.544,0.813,0.5,25,36,8,1
3,21200003,1610612742,25,23,26,25,0,0,0,0,99,0.47100000000000003,0.778,0.33299999999999996,22,40,11,0
3,21200003,1610612747,29,17,20,25,0,0,0,0,91,0.494,0.387,0.231,24,46,14,1
3,21200003,1610612747,29,17,20,25,0,0,0,0,91,0.494,0.387,0.231,24,46,14,1
3,21200003,1610612747,29,17,20,25,0,0,0,0,91,0.494,0.387,0.231,24,46,14,1
3,21200003,1610612747,29,17,20,25,0,0,0,0,91,0.494,0.387,0.231,24,46,14,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612754,27,21,15,27,0,0,0,0,90,0.474,0.688,0.455,22,46,18,1
1,21200004,1610612761,25,23,23,17,0,0,0,0,88,0.363,0.8420000000000001,0.353,18,42,10,0
2,21200005,1610612743,22,16,14,23,0,0,0,0,75,0.375,0.455,0.222,19,54,20,1
2,21200005,1610612743,22,16,14,23,0,0,0,0,75,0.375,0.455,0.222,19,54,20,1
2,21200005,1610612743,22,16,14,23,0,0,0,0,75,0.375,0.455,0.222,19,54,20,1
2,21200005,1610612743,22,16,14,23,0,0,0,0,75,0.375,0.455,0.222,19,54,20,1
2,21200005,1610612743,22,16,14,23,0,0,0,0,75,0.375,0.455,0.222,19,54,20,1
2,21200005,1610612743,22,16,14,23,0,0,0,0,75,0.375,0.455,0.222,19,54,20,1
2,21200005,1610612755,25,21,19,19,0,0,0,0,84,0.353,0.81,0.28,18,47,15,0
3,21200006,1610612745,27,28,17,33,0,0,0,0,105,0.494,0.7390000000000001,0.37,28,45,20,1
3,21200006,1610612745,27,28,17,33,0,0,0,0,105,0.494,0.7390000000000001,0.37,28,45,20,1
3,21200006,1610612745,27,28,17,33,0,0,0,0,105,0.494,0.7390000000000001,0.37,28,45,20,1
3,21200006,1610612745,27,28,17,33,0,0,0,0,105,0.494,0.7390000000000001,0.37,28,45,20,1
3,21200006,1610612745,27,28,17,33,0,0,0,0,105,0.494,0.7390000000000001,0.37,28,45,20,1
3,21200006,1610612745,27,28,17,33,0,0,0,0,105,0.494,0.7390000000000001,0.37,28,45,20,1
3,21200006,1610612765,22,36,23,15,0,0,0,0,96,0.44299999999999995,0.769,0.375,21,36,16,0
4,21200007,1610612758,23,17,23,24,0,0,0,0,87,0.405,0.813,0.353,14,40,19,0
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
4,21200007,1610612741,25,19,25,24,0,0,0,0,93,0.418,0.758,0.222,21,46,18,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
5,21200008,1610612759,28,15,28,28,0,0,0,0,99,0.475,0.654,0.3,22,43,15,1
