Unnamed: 0,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,TeamId,Playoffs
2013-01-09,9,21200524,1610612743,DEN,Denver,21-16,22,31,17,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,108,0.436,0.611,0.33299999999999996,24,48,10,1610612743.0,1
2013-01-11,9,21200538,1610612743,DEN,Denver,22-16,23,22,27,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,98,0.439,0.71,0.25,24,56,22,1610612743.0,1
2013-01-13,5,21200553,1610612743,DEN,Denver,23-16,27,25,27,37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,116,0.478,0.778,0.33299999999999996,27,44,8,1610612743.0,1
2013-01-15,5,21200568,1610612743,DEN,Denver,24-16,33,21,27,18,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,115,0.475,0.632,0.36,31,39,10,1610612743.0,1
2013-01-16,5,21200574,1610612743,DEN,Denver,24-17,18,29,23,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.452,0.784,0.133,21,35,19,1610612743.0,1
2013-01-18,8,21200591,1610612743,DEN,Denver,24-18,19,31,37,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,108,0.488,0.613,0.43799999999999994,17,34,14,1610612743.0,1
2013-01-20,4,21200604,1610612743,DEN,Denver,25-18,25,26,30,28,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,121,0.484,0.6759999999999999,0.444,26,50,23,1610612743.0,1
2013-01-23,3,21200622,1610612743,DEN,Denver,26-18,27,19,36,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,105,0.465,0.68,0.381,22,41,14,1610612743.0,1
2013-01-26,8,21200649,1610612743,DEN,Denver,27-18,39,32,30,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,121,0.528,0.8240000000000001,0.419,34,51,15,1610612743.0,1
2013-01-28,6,21200664,1610612743,DEN,Denver,28-18,24,31,27,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,102,0.474,0.7,0.5,23,41,14,1610612743.0,1
2013-01-30,10,21200679,1610612743,DEN,Denver,29-18,29,27,27,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,118,0.512,0.722,0.28600000000000003,21,40,20,1610612743.0,1
2013-02-01,9,21200692,1610612743,DEN,Denver,30-18,26,25,34,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,113,0.524,0.818,0.318,29,32,8,1610612743.0,1
2013-02-05,5,21200719,1610612743,DEN,Denver,31-18,27,24,28,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,112,0.44,0.73,0.313,26,53,17,1610612743.0,1
2013-02-07,2,21200734,1610612743,DEN,Denver,32-18,33,30,37,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,128,0.581,0.826,0.474,29,46,10,1610612743.0,1
2013-02-09,1,21200747,1610612743,DEN,Denver,33-18,30,28,26,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,111,0.5,0.735,0.353,23,46,20,1610612743.0,1
2013-02-10,3,21200754,1610612743,DEN,Denver,33-19,19,27,24,22,7,8,7,0,0.0,0.0,0.0,0.0,0.0,0.0,114,0.425,0.588,0.308,25,65,21,1610612743.0,1
2013-02-12,1,21200769,1610612743,DEN,Denver,33-20,21,31,26,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,108,0.518,0.7,0.375,24,45,18,1610612743.0,1
2013-02-13,5,21200779,1610612743,DEN,Denver,33-21,26,31,24,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,108,0.532,0.545,0.706,25,29,14,1610612743.0,1
2013-02-19,6,21200794,1610612743,DEN,Denver,34-21,21,28,29,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.429,0.667,0.35,21,45,7,1610612743.0,1
2013-02-22,2,21200812,1610612743,DEN,Denver,34-22,28,36,14,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,113,0.48100000000000004,0.838,0.182,27,36,11,1610612743.0,1
2013-02-23,2,21200824,1610612743,DEN,Denver,35-22,31,29,23,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,113,0.53,0.818,0.368,30,40,17,1610612743.0,1
2013-02-25,3,21200841,1610612743,DEN,Denver,36-22,35,32,28,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,119,0.557,0.593,0.278,30,44,9,1610612743.0,1
2013-02-27,10,21200860,1610612743,DEN,Denver,37-22,31,27,21,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,111,0.517,0.581,0.214,29,42,15,1610612743.0,1
2013-03-01,12,21200875,1610612743,DEN,Denver,38-22,26,30,29,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,105,0.45299999999999996,0.706,0.33299999999999996,26,43,14,1610612743.0,1
2013-03-04,5,21200893,1610612743,DEN,Denver,39-22,28,30,23,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,104,0.535,0.778,0.33299999999999996,30,48,17,1610612743.0,1
2013-03-05,3,21200898,1610612743,DEN,Denver,40-22,24,26,36,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.541,0.625,0.5,30,40,12,1610612743.0,1
2013-03-07,2,21200914,1610612743,DEN,Denver,41-22,27,22,36,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5579999999999999,0.833,0.478,33,38,11,1610612743.0,1
2013-03-09,5,21200931,1610612743,DEN,Denver,42-22,27,23,33,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,111,0.5379999999999999,0.818,0.529,23,43,19,1610612743.0,1
2013-03-11,4,21200946,1610612743,DEN,Denver,43-22,25,28,27,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,108,0.512,0.68,0.25,25,45,14,1610612743.0,1
2013-03-13,9,21200964,1610612743,DEN,Denver,44-22,31,33,33,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,117,0.488,0.703,0.429,22,53,14,1610612743.0,1
2013-03-15,9,21200977,1610612743,DEN,Denver,45-22,23,25,10,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.455,0.727,0.083,18,42,16,1610612743.0,1
2013-03-18,7,21200999,1610612743,DEN,Denver,46-22,21,32,26,26,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,119,0.46,0.741,0.35,26,53,13,1610612743.0,1
2013-03-19,3,21201006,1610612743,DEN,Denver,47-22,26,39,24,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,114,0.44799999999999995,0.828,0.19,23,52,12,1610612743.0,1
2013-03-21,2,21201020,1610612743,DEN,Denver,48-22,17,34,24,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,101,0.48700000000000004,0.741,0.636,18,34,19,1610612743.0,1
2013-03-23,5,21201037,1610612743,DEN,Denver,49-22,27,23,20,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,101,0.435,0.7190000000000001,0.28600000000000003,25,46,15,1610612743.0,1
2013-03-25,4,21201051,1610612743,DEN,Denver,49-23,18,20,30,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.379,0.795,0.313,14,32,13,1610612743.0,1
2013-03-27,11,21201067,1610612743,DEN,Denver,49-24,20,34,21,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.47700000000000004,0.882,0.0,26,41,15,1610612743.0,1
2013-03-29,10,21201083,1610612743,DEN,Denver,50-24,26,29,25,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,109,0.568,0.677,0.28600000000000003,23,33,12,1610612743.0,1
2013-04-03,8,21201118,1610612743,DEN,Denver,51-24,28,28,25,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,113,0.562,0.75,0.389,22,42,14,1610612743.0,1
2013-04-04,2,21201124,1610612743,DEN,Denver,52-24,19,28,23,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,95,0.39299999999999996,0.633,0.353,22,50,8,1610612743.0,1
2013-04-06,7,21201144,1610612743,DEN,Denver,53-24,25,39,38,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,132,0.545,0.619,0.44,40,46,9,1610612743.0,1
2013-04-10,9,21201172,1610612743,DEN,Denver,54-24,11,27,31,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.45299999999999996,0.5710000000000001,0.4,26,53,17,1610612743.0,1
2013-04-12,10,21201185,1610612743,DEN,Denver,54-25,26,29,22,22,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,105,0.441,0.7140000000000001,0.33299999999999996,22,46,19,1610612743.0,1
2013-04-14,5,21201198,1610612743,DEN,Denver,55-25,37,30,22,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,118,0.531,0.889,0.364,30,39,21,1610612743.0,1
2013-04-15,6,21201207,1610612743,DEN,Denver,56-25,32,24,25,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,112,0.435,0.696,0.429,21,58,17,1610612743.0,1
2013-04-17,12,21201227,1610612743,DEN,Denver,57-25,35,31,25,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,118,0.527,0.8,0.25,28,54,16,1610612743.0,1
2012-10-31,2,21200005,1610612755,PHI,Philadelphia,1-0,25,21,19,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,84,0.353,0.81,0.28,18,47,15,,0
2012-11-04,1,21200037,1610612755,PHI,Philadelphia,1-1,25,19,22,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,84,0.43,0.8,0.47100000000000003,14,41,18,,0
2012-11-05,1,21200042,1610612755,PHI,Philadelphia,1-2,21,27,20,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,88,0.337,0.846,0.364,19,54,13,,0
2012-11-07,6,21200058,1610612755,PHI,Philadelphia,2-2,16,20,21,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77,0.41700000000000004,0.6,0.182,19,43,15,,0
2012-11-09,3,21200070,1610612755,PHI,Philadelphia,3-2,23,34,26,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,106,0.488,0.826,0.5379999999999999,27,38,16,,0
2012-11-10,1,21200081,1610612755,PHI,Philadelphia,4-2,20,32,17,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,93,0.466,0.76,0.429,21,46,15,,0
2012-11-12,2,21200096,1610612755,PHI,Philadelphia,4-3,26,24,33,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.435,0.75,0.41700000000000004,22,31,15,,0
2012-11-14,1,21200109,1610612755,PHI,Philadelphia,4-4,17,17,20,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.298,0.6559999999999999,0.313,15,38,4,,0
2012-11-16,1,21200122,1610612755,PHI,Philadelphia,5-4,30,22,19,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.46,0.9,0.556,20,43,10,,0
2012-11-18,3,21200141,1610612755,PHI,Philadelphia,6-4,19,24,19,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.425,0.75,0.45,27,41,11,,0
2012-11-20,1,21200154,1610612755,PHI,Philadelphia,7-4,22,29,22,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,106,0.47100000000000003,0.895,0.375,25,41,8,,0
2012-11-21,3,21200159,1610612755,PHI,Philadelphia,7-5,15,20,23,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83,0.36,0.773,0.235,18,39,7,,0
2012-11-24,1,21200183,1610612755,PHI,Philadelphia,7-6,21,28,30,19,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,109,0.495,0.706,0.35,31,43,15,,0
2012-11-25,4,21200194,1610612755,PHI,Philadelphia,8-6,23,23,34,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,104,0.48100000000000004,0.7390000000000001,0.474,23,33,8,,0
2012-11-27,1,21200204,1610612755,PHI,Philadelphia,9-6,28,25,22,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.467,0.75,0.429,22,40,17,,0
2012-11-30,2,21200223,1610612755,PHI,Philadelphia,10-6,27,27,22,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,104,0.512,0.8,0.47100000000000003,26,39,10,,0
2012-12-01,3,21200235,1610612755,PHI,Philadelphia,10-7,19,22,23,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,88,0.439,0.722,0.25,17,37,11,,0
2012-12-04,1,21200251,1610612755,PHI,Philadelphia,10-8,21,26,20,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,88,0.42200000000000004,0.565,0.25,24,40,13,,0
2012-12-07,1,21200270,1610612755,PHI,Philadelphia,11-8,28,18,26,17,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,95,0.374,0.731,0.182,19,54,9,,0
2012-12-08,4,21200285,1610612755,PHI,Philadelphia,11-9,16,12,29,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,79,0.392,0.813,0.235,16,36,8,,0
2012-12-10,1,21200298,1610612755,PHI,Philadelphia,12-9,25,21,30,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,104,0.537,0.522,0.364,23,45,11,,0
2012-12-12,4,21200312,1610612755,PHI,Philadelphia,12-10,24,20,22,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.451,0.455,0.14300000000000002,19,44,13,,0
2012-12-14,3,21200327,1610612755,PHI,Philadelphia,12-11,20,24,22,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.43200000000000005,0.75,0.25,20,36,12,,0
2012-12-16,2,21200347,1610612755,PHI,Philadelphia,12-12,24,26,23,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,98,0.494,0.545,0.4,23,37,17,,0
2012-12-18,7,21200362,1610612755,PHI,Philadelphia,12-13,23,29,22,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.43,0.867,0.371,23,40,13,,0
2012-12-19,7,21200372,1610612755,PHI,Philadelphia,12-14,24,27,28,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,103,0.449,0.708,0.353,21,39,11,,0
2012-12-21,2,21200381,1610612755,PHI,Philadelphia,13-14,30,21,21,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.512,0.429,0.42100000000000004,31,45,12,,0
2012-12-23,1,21200399,1610612755,PHI,Philadelphia,13-15,17,24,23,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92,0.43200000000000005,0.8,0.444,19,49,9,,0
2012-12-26,7,21200416,1610612755,PHI,Philadelphia,14-15,26,23,26,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.521,0.696,0.563,23,38,16,,0
2012-12-28,12,21200436,1610612755,PHI,Philadelphia,14-16,24,18,29,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.402,0.609,0.25,25,43,9,,0
2012-12-29,10,21200446,1610612755,PHI,Philadelphia,14-17,23,21,23,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.424,0.818,0.235,19,45,13,,0
2013-01-01,6,21200463,1610612755,PHI,Philadelphia,15-17,28,26,27,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,103,0.47700000000000004,0.65,0.364,27,51,10,,0
2013-01-02,11,21200474,1610612755,PHI,Philadelphia,15-18,24,25,17,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.44,0.833,0.35700000000000004,21,44,16,,0
2013-01-04,8,21200485,1610612755,PHI,Philadelphia,15-19,21,21,24,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.405,0.75,0.45799999999999996,21,40,20,,0
2013-01-05,8,21200496,1610612755,PHI,Philadelphia,15-20,21,21,21,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.41700000000000004,0.65,0.17600000000000002,19,41,14,,0
2013-01-08,1,21200511,1610612755,PHI,Philadelphia,15-21,24,23,14,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.48100000000000004,0.6,0.41200000000000003,24,32,13,,0
2013-01-09,1,21200516,1610612755,PHI,Philadelphia,15-22,21,19,21,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.392,0.632,0.2,15,37,13,,0
2013-01-12,4,21200544,1610612755,PHI,Philadelphia,16-22,29,29,27,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.494,0.789,0.33299999999999996,26,43,11,,0
2013-01-15,1,21200564,1610612755,PHI,Philadelphia,16-23,28,19,21,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.47600000000000003,0.769,0.524,28,32,13,,0
2013-01-18,2,21200585,1610612755,PHI,Philadelphia,17-23,20,23,29,24,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,108,0.516,0.7140000000000001,0.21100000000000002,30,39,11,,0
2013-01-21,7,21200611,1610612755,PHI,Philadelphia,17-24,17,18,29,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.44,0.636,0.28600000000000003,25,42,16,,0
2013-01-22,1,21200616,1610612755,PHI,Philadelphia,17-25,18,29,24,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,102,0.442,0.769,0.5,29,46,16,,0
2013-01-26,2,21200643,1610612755,PHI,Philadelphia,18-25,24,29,31,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.507,0.682,0.316,16,34,11,,0
2013-01-28,2,21200660,1610612755,PHI,Philadelphia,18-26,33,21,25,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.542,0.667,0.444,25,27,9,,0
2013-01-30,1,21200670,1610612755,PHI,Philadelphia,19-26,25,23,25,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92,0.42100000000000004,0.6,0.462,27,43,9,,0
2013-02-01,6,21200689,1610612755,PHI,Philadelphia,20-26,27,27,18,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.474,0.737,0.214,20,47,18,,0
2013-02-04,2,21200708,1610612755,PHI,Philadelphia,21-26,28,14,18,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,78,0.456,0.6,0.15,26,46,11,,0
2013-02-06,2,21200721,1610612755,PHI,Philadelphia,21-27,15,19,14,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,69,0.348,0.7140000000000001,0.25,20,51,15,,0
2013-02-09,2,21200748,1610612755,PHI,Philadelphia,22-27,23,15,25,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.419,0.7,0.125,24,60,11,,0
2013-02-11,1,21200761,1610612755,PHI,Philadelphia,22-28,22,11,26,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.41700000000000004,0.688,0.5,27,37,13,,0
2013-02-13,8,21200782,1610612755,PHI,Philadelphia,22-29,28,22,25,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92,0.447,0.833,0.308,18,41,14,,0
2013-02-20,8,21200805,1610612755,PHI,Philadelphia,22-30,25,16,26,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.38299999999999995,0.6559999999999999,0.308,18,39,10,,0
2013-02-23,4,21200826,1610612755,PHI,Philadelphia,22-31,24,23,24,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.449,0.9,0.39299999999999996,25,32,12,,0
2013-02-24,6,21200835,1610612755,PHI,Philadelphia,22-32,22,18,27,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,93,0.424,0.85,0.308,18,44,12,,0
2013-02-26,1,21200843,1610612755,PHI,Philadelphia,22-33,20,22,19,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,84,0.395,0.722,0.33299999999999996,26,37,11,,0
2013-02-28,2,21200862,1610612755,PHI,Philadelphia,22-34,22,17,23,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,82,0.38799999999999996,0.5710000000000001,0.364,16,47,12,,0
2013-03-02,1,21200876,1610612755,PHI,Philadelphia,23-34,20,31,31,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,104,0.518,0.444,0.667,29,48,23,,0
2013-03-03,3,21200882,1610612755,PHI,Philadelphia,23-35,22,27,19,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.38799999999999996,0.75,0.316,20,42,9,,0
2013-03-05,1,21200896,1610612755,PHI,Philadelphia,23-36,23,23,28,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,101,0.41,0.778,0.23800000000000002,24,45,14,,0
2013-03-06,4,21200902,1610612755,PHI,Philadelphia,23-37,19,28,23,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.43,0.762,0.353,30,48,14,,0
2013-03-08,7,21200921,1610612755,PHI,Philadelphia,23-38,24,27,24,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,93,0.48100000000000004,0.818,0.47600000000000003,22,33,15,,0
2013-03-10,4,21200937,1610612755,PHI,Philadelphia,23-39,30,21,21,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91,0.465,0.6,0.41700000000000004,26,38,12,,0
2013-03-11,1,21200943,1610612755,PHI,Philadelphia,24-39,24,29,29,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,106,0.526,0.667,0.5329999999999999,31,35,6,,0
2013-03-13,1,21200956,1610612755,PHI,Philadelphia,24-40,22,17,27,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,94,0.47100000000000003,0.583,0.389,29,40,12,,0
2013-03-16,3,21200981,1610612755,PHI,Philadelphia,25-40,23,25,23,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,98,0.494,0.737,0.462,28,41,12,,0
2013-03-18,1,21200993,1610612755,PHI,Philadelphia,26-40,32,26,20,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,101,0.5,0.769,0.313,31,43,13,,0
2013-03-20,11,21201018,1610612755,PHI,Philadelphia,26-41,20,16,22,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.36700000000000005,0.8,0.3,22,37,19,,0
2013-03-21,2,21201020,1610612755,PHI,Philadelphia,26-42,22,22,27,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.551,0.636,0.389,27,34,22,,0
2013-03-24,8,21201047,1610612755,PHI,Philadelphia,27-42,22,36,33,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,117,0.49,0.7140000000000001,0.381,31,48,9,,0
2013-03-25,5,21201052,1610612755,PHI,Philadelphia,27-43,23,19,26,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91,0.386,0.821,0.28600000000000003,9,38,13,,0
2013-03-27,2,21201058,1610612755,PHI,Philadelphia,28-43,27,27,22,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.47200000000000003,0.889,0.5,28,48,15,,0
2013-03-29,5,21201078,1610612755,PHI,Philadelphia,29-43,19,26,32,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.488,0.6,0.389,26,43,9,,0
2013-03-30,3,21201087,1610612755,PHI,Philadelphia,30-43,22,27,24,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.521,0.7040000000000001,0.313,28,33,10,,0
2013-04-03,2,21201112,1610612755,PHI,Philadelphia,30-44,27,18,16,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83,0.35100000000000003,0.813,0.25,16,47,15,,0
2013-04-05,3,21201129,1610612755,PHI,Philadelphia,31-44,40,18,25,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,101,0.46299999999999997,0.75,0.563,24,48,11,,0
2013-04-06,3,21201140,1610612755,PHI,Philadelphia,31-45,18,28,30,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.402,0.75,0.3,12,41,9,,0
2013-04-09,2,21201155,1610612755,PHI,Philadelphia,31-46,18,20,24,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83,0.375,0.8,0.5,16,34,7,,0
2013-04-10,1,21201164,1610612755,PHI,Philadelphia,31-47,27,24,22,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,101,0.42,0.909,0.33299999999999996,21,41,15,,0
2013-04-12,2,21201177,1610612755,PHI,Philadelphia,32-47,24,24,26,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.43,0.909,0.318,29,47,11,,0
2013-04-14,4,21201197,1610612755,PHI,Philadelphia,33-47,32,21,21,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91,0.442,0.636,0.381,27,39,12,,0
2013-04-15,5,21201206,1610612755,PHI,Philadelphia,33-48,23,31,21,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,101,0.44799999999999995,0.81,0.273,25,39,12,,0
2013-04-17,6,21201221,1610612755,PHI,Philadelphia,34-48,25,34,26,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,105,0.506,0.7859999999999999,0.42100000000000004,16,42,16,,0
2012-10-31,3,21200006,1610612745,HOU,Houston,1-0,27,28,17,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,105,0.494,0.7390000000000001,0.37,28,45,20,1610612745.0,1
2012-11-02,4,21200018,1610612745,HOU,Houston,2-0,28,25,28,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,109,0.42200000000000004,0.862,0.267,22,58,21,1610612745.0,1
2012-11-03,6,21200032,1610612745,HOU,Houston,2-1,19,26,18,18,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.354,0.667,0.192,19,56,18,1610612745.0,1
2012-11-07,7,21200059,1610612745,HOU,Houston,2-2,18,23,23,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.369,0.7390000000000001,0.242,18,43,18,1610612745.0,1
2012-11-09,6,21200073,1610612745,HOU,Houston,2-3,24,22,22,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.408,0.9329999999999999,0.33299999999999996,17,41,20,1610612745.0,1
2012-11-10,5,21200085,1610612745,HOU,Houston,3-3,20,27,25,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.402,0.8079999999999999,0.34600000000000003,23,42,14,1610612745.0,1
2012-11-12,5,21200099,1610612745,HOU,Houston,3-4,19,33,33,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,110,0.45,0.7879999999999999,0.353,25,40,11,1610612745.0,1
2012-11-14,4,21200112,1610612745,HOU,Houston,4-4,25,39,21,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.45,0.818,0.345,19,40,11,1610612745.0,1
2012-11-16,8,21200129,1610612745,HOU,Houston,4-5,27,31,21,32,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,117,0.466,0.8390000000000001,0.36,24,47,18,1610612745.0,1
