GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,TeamId,Playoffs
2016-01-13,9,21500585,1610612740,NOP,New Orleans,12-26,28,31,31,19,0,0,0,0,0,0,0,0,0,0,109,0.42,0.818,0.485,27,45,7,,0
2016-01-15,6,21500598,1610612740,NOP,New Orleans,13-26,32,25,27,25,0,0,0,0,0,0,0,0,0,0,109,0.494,0.846,0.444,29,38,8,,0
2016-01-18,4,21500618,1610612740,NOP,New Orleans,13-27,26,25,25,23,0,0,0,0,0,0,0,0,0,0,99,0.486,0.9129999999999999,0.316,19,34,15,,0
2016-01-19,2,21500626,1610612740,NOP,New Orleans,14-27,25,26,31,32,0,0,0,0,0,0,0,0,0,0,114,0.506,0.87,0.435,21,40,15,,0
2016-01-21,2,21500641,1610612740,NOP,New Orleans,15-27,35,37,18,25,0,0,0,0,0,0,0,0,0,0,115,0.535,1.0,0.41700000000000004,26,44,9,,0
2016-01-23,3,21500657,1610612740,NOP,New Orleans,16-27,22,30,32,32,0,0,0,0,0,0,0,0,0,0,116,0.457,0.765,0.5479999999999999,33,41,8,,0
2016-01-25,5,21500671,1610612740,NOP,New Orleans,16-28,29,31,32,19,0,0,0,0,0,0,0,0,0,0,111,0.462,0.56,0.44799999999999995,23,50,12,,0
2016-01-28,5,21500696,1610612740,NOP,New Orleans,17-28,37,26,29,22,0,0,0,0,0,0,0,0,0,0,114,0.439,0.75,0.385,25,47,14,,0
2016-01-30,4,21500710,1610612740,NOP,New Orleans,18-28,16,28,27,34,0,0,0,0,0,0,0,0,0,0,105,0.462,0.8,0.40700000000000003,24,48,9,,0
2016-02-01,4,21500724,1610612740,NOP,New Orleans,18-29,27,25,23,20,0,0,0,0,0,0,0,0,0,0,95,0.409,0.619,0.385,19,37,9,,0
2016-02-03,8,21500742,1610612740,NOP,New Orleans,18-30,27,18,34,18,0,0,0,0,0,0,0,0,0,0,97,0.456,0.857,0.158,21,45,16,,0
2016-02-04,3,21500747,1610612740,NOP,New Orleans,18-31,28,20,21,27,0,0,0,0,0,0,0,0,0,0,96,0.45899999999999996,0.5379999999999999,0.2,16,40,7,,0
2016-02-06,4,21500763,1610612740,NOP,New Orleans,18-32,20,23,27,14,0,0,0,0,0,0,0,0,0,0,84,0.391,0.688,0.217,18,42,8,,0
2016-02-08,9,21500782,1610612740,NOP,New Orleans,19-32,28,35,32,21,0,0,0,0,0,0,0,0,0,0,116,0.485,0.6,0.41700000000000004,22,41,4,,0
2016-02-10,10,21500798,1610612740,NOP,New Orleans,20-32,20,27,24,29,0,0,0,0,0,0,0,0,0,0,100,0.47600000000000003,0.667,0.42100000000000004,23,40,9,,0
2016-02-11,2,21500802,1610612740,NOP,New Orleans,20-33,25,28,21,21,0,0,0,0,0,0,0,0,0,0,95,0.43200000000000005,0.667,0.188,17,31,7,,0
2016-02-19,7,21500811,1610612740,NOP,New Orleans,21-33,37,34,21,29,0,0,0,0,0,0,0,0,0,0,121,0.506,0.8,0.41200000000000003,22,42,16,,0
2016-02-21,1,21500823,1610612740,NOP,New Orleans,22-33,28,27,25,31,0,0,0,0,0,0,0,0,0,0,111,0.47700000000000004,0.862,0.2,23,51,15,,0
2016-02-23,2,21500841,1610612740,NOP,New Orleans,22-34,19,32,14,24,0,0,0,0,0,0,0,0,0,0,89,0.349,0.758,0.261,17,48,16,,0
2016-02-25,3,21500857,1610612740,NOP,New Orleans,23-34,35,26,28,34,0,0,0,0,0,0,0,0,0,0,123,0.522,0.9440000000000001,0.6,29,39,12,,0
2016-02-27,2,21500870,1610612740,NOP,New Orleans,23-35,26,30,30,24,0,0,0,0,0,0,0,0,0,0,110,0.46399999999999997,0.846,0.37,22,42,15,,0
2016-03-02,5,21500901,1610612740,NOP,New Orleans,23-36,28,24,24,19,0,0,0,0,0,0,0,0,0,0,95,0.4,0.6920000000000001,0.37799999999999995,24,43,22,,0
2016-03-03,2,21500909,1610612740,NOP,New Orleans,23-37,26,20,22,18,0,0,0,0,0,0,0,0,0,0,86,0.39299999999999996,1.0,0.33299999999999996,23,41,11,,0
2016-03-05,4,21500925,1610612740,NOP,New Orleans,23-38,20,25,25,24,0,0,0,0,0,0,0,0,0,0,94,0.413,0.818,0.474,25,32,8,,0
2016-03-07,5,21500941,1610612740,NOP,New Orleans,24-38,33,17,33,32,0,0,0,0,0,0,0,0,0,0,115,0.479,0.6920000000000001,0.28,23,43,17,,0
2016-03-09,1,21500950,1610612740,NOP,New Orleans,24-39,28,32,30,23,0,0,0,0,0,0,0,0,0,0,113,0.47100000000000003,0.821,0.303,22,43,11,,0
2016-03-11,5,21500967,1610612740,NOP,New Orleans,24-40,24,23,19,33,15,0,0,0,0,0,0,0,0,0,114,0.43799999999999994,0.6759999999999999,0.292,23,58,17,,0
2016-03-12,6,21500978,1610612740,NOP,New Orleans,24-41,28,24,19,21,0,0,0,0,0,0,0,0,0,0,92,0.39299999999999996,0.762,0.207,19,47,16,,0
2016-03-14,9,21500996,1610612740,NOP,New Orleans,24-42,24,26,19,38,0,0,0,0,0,0,0,0,0,0,107,0.376,0.882,0.28,18,40,8,,0
2016-03-16,8,21501010,1610612740,NOP,New Orleans,25-42,33,41,24,25,0,0,0,0,0,0,0,0,0,0,123,0.544,0.813,0.5710000000000001,26,42,8,,0
2016-03-18,6,21501025,1610612740,NOP,New Orleans,25-43,30,23,28,31,0,0,0,0,0,0,0,0,0,0,112,0.48200000000000004,0.7859999999999999,0.47600000000000003,23,34,7,,0
2016-03-20,4,21501040,1610612740,NOP,New Orleans,26-43,21,33,24,31,0,0,0,0,0,0,0,0,0,0,109,0.493,0.8,0.33299999999999996,22,54,23,,0
2016-03-22,2,21501053,1610612740,NOP,New Orleans,26-44,21,19,33,26,0,0,0,0,0,0,0,0,0,0,99,0.391,0.8,0.43799999999999994,16,42,12,,0
2016-03-24,1,21501068,1610612740,NOP,New Orleans,26-45,22,17,22,23,0,0,0,0,0,0,0,0,0,0,84,0.41200000000000003,0.7140000000000001,0.25,15,47,16,,0
2016-03-26,3,21501084,1610612740,NOP,New Orleans,26-46,15,21,25,30,0,0,0,0,0,0,0,0,0,0,91,0.435,0.65,0.267,22,36,7,,0
2016-03-28,6,21501102,1610612740,NOP,New Orleans,27-46,24,25,19,31,0,0,0,0,0,0,0,0,0,0,99,0.42700000000000005,0.73,0.42100000000000004,18,47,13,,0
2016-03-30,6,21501118,1610612740,NOP,New Orleans,27-47,26,13,16,37,0,0,0,0,0,0,0,0,0,0,92,0.45,0.667,0.47100000000000003,27,44,17,,0
2016-03-31,4,21501125,1610612740,NOP,New Orleans,28-47,31,25,21,24,0,0,0,0,0,0,0,0,0,0,101,0.444,0.889,0.44799999999999995,29,51,16,,0
2016-04-03,1,21501143,1610612740,NOP,New Orleans,29-47,18,35,22,31,0,0,0,0,0,0,0,0,0,0,106,0.5529999999999999,0.609,0.364,31,32,12,,0
2016-04-05,1,21501154,1610612740,NOP,New Orleans,29-48,29,22,22,20,0,0,0,0,0,0,0,0,0,0,93,0.451,0.75,0.389,20,49,17,,0
2016-04-06,4,21501168,1610612740,NOP,New Orleans,29-49,17,28,28,24,0,0,0,0,0,0,0,0,0,0,97,0.436,0.87,0.375,21,49,22,,0
2016-04-08,7,21501184,1610612740,NOP,New Orleans,30-49,24,33,30,23,0,0,0,0,0,0,0,0,0,0,110,0.532,0.762,0.455,29,43,16,,0
2016-04-09,1,21501189,1610612740,NOP,New Orleans,30-50,22,25,20,33,0,0,0,0,0,0,0,0,0,0,100,0.41100000000000003,0.75,0.33299999999999996,19,42,11,,0
2016-04-11,6,21501208,1610612740,NOP,New Orleans,30-51,29,33,26,28,0,0,0,0,0,0,0,0,0,0,116,0.513,0.7859999999999999,0.462,28,33,10,,0
2016-04-13,10,21501226,1610612740,NOP,New Orleans,30-52,23,27,29,30,0,0,0,0,0,0,0,0,0,0,109,0.435,0.818,0.36700000000000005,31,33,16,,0
2015-10-27,3,21500003,1610612744,GSW,Golden State,1-0,39,20,35,17,0,0,0,0,0,0,0,0,0,0,111,0.42700000000000005,0.909,0.3,29,56,20,1610612744.0,1
2015-10-30,10,21500030,1610612744,GSW,Golden State,2-0,30,27,24,31,0,0,0,0,0,0,0,0,0,0,112,0.462,0.68,0.34600000000000003,26,47,8,1610612744.0,1
2015-10-31,3,21500035,1610612744,GSW,Golden State,3-0,31,33,41,29,0,0,0,0,0,0,0,0,0,0,134,0.5479999999999999,0.7140000000000001,0.5670000000000001,26,38,10,1610612744.0,1
2015-11-02,6,21500051,1610612744,GSW,Golden State,4-0,21,32,40,26,0,0,0,0,0,0,0,0,0,0,119,0.512,0.733,0.44,32,65,14,1610612744.0,1
2015-11-04,10,21500069,1610612744,GSW,Golden State,5-0,31,32,19,30,0,0,0,0,0,0,0,0,0,0,112,0.45899999999999996,0.774,0.385,28,42,12,1610612744.0,1
2015-11-06,9,21500083,1610612744,GSW,Golden State,6-0,40,34,25,20,0,0,0,0,0,0,0,0,0,0,119,0.495,0.556,0.45899999999999996,40,53,20,1610612744.0,1
2015-11-07,8,21500092,1610612744,GSW,Golden State,7-0,20,26,26,31,0,0,0,0,0,0,0,0,0,0,103,0.413,0.8640000000000001,0.205,27,46,18,1610612744.0,1
2015-11-09,6,21500104,1610612744,GSW,Golden State,8-0,27,28,25,29,0,0,0,0,0,0,0,0,0,0,109,0.473,0.846,0.5710000000000001,29,41,16,1610612744.0,1
2015-11-11,8,21500120,1610612744,GSW,Golden State,9-0,26,21,27,26,0,0,0,0,0,0,0,0,0,0,100,0.48,0.7390000000000001,0.40700000000000003,22,36,23,1610612744.0,1
2015-11-12,2,21500125,1610612744,GSW,Golden State,10-0,40,35,22,32,0,0,0,0,0,0,0,0,0,0,129,0.539,0.938,0.474,34,33,11,1610612744.0,1
2015-11-14,7,21500144,1610612744,GSW,Golden State,11-0,21,31,18,27,10,0,0,0,0,0,0,0,0,0,107,0.44299999999999995,0.9,0.353,31,50,14,1610612744.0,1
2015-11-17,7,21500164,1610612744,GSW,Golden State,12-0,29,34,27,25,0,0,0,0,0,0,0,0,0,0,115,0.5379999999999999,0.667,0.379,31,34,20,1610612744.0,1
2015-11-19,3,21500177,1610612744,GSW,Golden State,13-0,25,29,31,39,0,0,0,0,0,0,0,0,0,0,124,0.521,0.861,0.5670000000000001,31,44,19,1610612744.0,1
2015-11-20,10,21500187,1610612744,GSW,Golden State,14-0,28,22,27,29,0,0,0,0,0,0,0,0,0,0,106,0.494,0.75,0.345,20,49,15,1610612744.0,1
2015-11-22,5,21500200,1610612744,GSW,Golden State,15-0,34,30,27,27,0,0,0,0,0,0,0,0,0,0,118,0.528,0.6920000000000001,0.517,35,46,21,1610612744.0,1
2015-11-24,6,21500214,1610612744,GSW,Golden State,16-0,30,24,35,22,0,0,0,0,0,0,0,0,0,0,111,0.489,0.6,0.34299999999999997,32,48,8,1610612744.0,1
2015-11-27,10,21500236,1610612744,GSW,Golden State,17-0,44,31,28,32,0,0,0,0,0,0,0,0,0,0,135,0.568,0.677,0.579,32,53,23,1610612744.0,1
2015-11-28,7,21500245,1610612744,GSW,Golden State,18-0,30,26,36,28,0,0,0,0,0,0,0,0,0,0,120,0.488,0.8390000000000001,0.5329999999999999,32,48,14,1610612744.0,1
2015-11-30,6,21500259,1610612744,GSW,Golden State,19-0,26,27,30,23,0,0,0,0,0,0,0,0,0,0,106,0.488,0.8,0.483,21,45,15,1610612744.0,1
2015-12-02,1,21500268,1610612744,GSW,Golden State,20-0,32,28,33,23,0,0,0,0,0,0,0,0,0,0,116,0.523,0.727,0.47100000000000003,31,53,18,1610612744.0,1
2015-12-05,2,21500290,1610612744,GSW,Golden State,21-0,32,27,24,29,0,0,0,0,0,0,0,0,0,0,112,0.479,0.722,0.5329999999999999,22,43,12,1610612744.0,1
2015-12-06,2,21500300,1610612744,GSW,Golden State,22-0,30,27,30,27,0,0,0,0,0,0,0,0,0,0,114,0.512,0.522,0.424,25,46,12,1610612744.0,1
2015-12-08,2,21500314,1610612744,GSW,Golden State,23-0,44,35,32,20,0,0,0,0,0,0,0,0,0,0,131,0.547,0.733,0.457,29,46,15,1610612744.0,1
2015-12-11,4,21500336,1610612744,GSW,Golden State,24-0,26,31,25,21,7,14,0,0,0,0,0,0,0,0,124,0.39299999999999996,0.795,0.29,28,67,18,1610612744.0,1
2015-12-12,8,21500351,1610612744,GSW,Golden State,24-1,28,20,29,18,0,0,0,0,0,0,0,0,0,0,95,0.40399999999999997,0.68,0.222,23,49,16,1610612744.0,1
2015-12-16,11,21500381,1610612744,GSW,Golden State,25-1,26,33,46,23,0,0,0,0,0,0,0,0,0,0,128,0.523,0.778,0.469,32,49,17,1610612744.0,1
2015-12-18,12,21500397,1610612744,GSW,Golden State,26-1,33,25,27,36,0,0,0,0,0,0,0,0,0,0,121,0.483,0.757,0.34600000000000003,31,46,15,1610612744.0,1
2015-12-23,12,21500434,1610612744,GSW,Golden State,27-1,23,24,26,30,0,0,0,0,0,0,0,0,0,0,103,0.47,1.0,0.391,26,40,15,1610612744.0,1
2015-12-25,3,21500438,1610612744,GSW,Golden State,28-1,28,17,19,25,0,0,0,0,0,0,0,0,0,0,89,0.41,0.741,0.278,21,49,16,1610612744.0,1
2015-12-28,11,21500468,1610612744,GSW,Golden State,29-1,27,31,32,32,0,0,0,0,0,0,0,0,0,0,122,0.483,0.667,0.47600000000000003,33,59,18,1610612744.0,1
2015-12-30,7,21500480,1610612744,GSW,Golden State,29-2,21,21,26,23,0,0,0,0,0,0,0,0,0,0,91,0.40700000000000003,0.75,0.368,20,37,12,1610612744.0,1
2015-12-31,3,21500485,1610612744,GSW,Golden State,30-2,33,28,29,24,0,0,0,0,0,0,0,0,0,0,114,0.512,0.63,0.478,35,43,18,1610612744.0,1
2016-01-02,10,21500504,1610612744,GSW,Golden State,31-2,37,26,27,12,9,0,0,0,0,0,0,0,0,0,111,0.5,0.652,0.35700000000000004,34,47,13,1610612744.0,1
2016-01-04,10,21500520,1610612744,GSW,Golden State,32-2,32,30,33,16,0,0,0,0,0,0,0,0,0,0,111,0.517,1.0,0.441,32,37,11,1610612744.0,1
2016-01-05,4,21500524,1610612744,GSW,Golden State,33-2,37,25,30,17,0,0,0,0,0,0,0,0,0,0,109,0.465,0.762,0.419,26,54,10,1610612744.0,1
2016-01-08,9,21500548,1610612744,GSW,Golden State,34-2,38,36,32,22,0,0,0,0,0,0,0,0,0,0,128,0.529,0.857,0.563,36,48,15,1610612744.0,1
2016-01-09,7,21500556,1610612744,GSW,Golden State,35-2,26,34,36,32,0,0,0,0,0,0,0,0,0,0,128,0.563,0.733,0.514,35,48,18,1610612744.0,1
2016-01-11,3,21500568,1610612744,GSW,Golden State,36-2,27,29,24,31,0,0,0,0,0,0,0,0,0,0,111,0.47700000000000004,0.733,0.304,25,49,9,1610612744.0,1
2016-01-13,7,21500583,1610612744,GSW,Golden State,36-3,25,29,19,37,0,0,0,0,0,0,0,0,0,0,110,0.47700000000000004,0.8,0.385,25,39,13,1610612744.0,1
2016-01-14,6,21500592,1610612744,GSW,Golden State,37-3,24,28,34,30,0,0,0,0,0,0,0,0,0,0,116,0.5,0.85,0.39399999999999996,26,47,19,1610612744.0,1
2016-01-16,4,21500605,1610612744,GSW,Golden State,37-4,30,19,25,21,0,0,0,0,0,0,0,0,0,0,95,0.36200000000000004,0.7390000000000001,0.4,18,47,12,1610612744.0,1
2016-01-18,8,21500622,1610612744,GSW,Golden State,38-4,34,36,34,28,0,0,0,0,0,0,0,0,0,0,132,0.541,0.778,0.475,33,37,8,1610612744.0,1
2016-01-20,6,21500634,1610612744,GSW,Golden State,39-4,34,29,24,38,0,0,0,0,0,0,0,0,0,0,125,0.526,0.65,0.375,38,55,10,1610612744.0,1
2016-01-22,8,21500652,1610612744,GSW,Golden State,40-4,32,32,24,34,0,0,0,0,0,0,0,0,0,0,122,0.478,0.88,0.424,31,50,17,1610612744.0,1
2016-01-25,9,21500675,1610612744,GSW,Golden State,41-4,29,33,33,25,0,0,0,0,0,0,0,0,0,0,120,0.518,0.84,0.423,31,45,21,1610612744.0,1
2016-01-27,8,21500691,1610612744,GSW,Golden State,42-4,32,24,39,32,0,0,0,0,0,0,0,0,0,0,127,0.58,0.905,0.483,33,40,9,1610612744.0,1
2016-01-30,1,21500707,1610612744,GSW,Golden State,43-4,34,39,18,17,0,0,0,0,0,0,0,0,0,0,108,0.495,0.5,0.433,37,57,23,1610612744.0,1
2016-01-31,5,21500718,1610612744,GSW,Golden State,44-4,18,37,27,34,0,0,0,0,0,0,0,0,0,0,116,0.575,0.696,0.552,31,44,18,1610612744.0,1
2016-02-03,5,21500739,1610612744,GSW,Golden State,45-4,43,31,29,31,0,0,0,0,0,0,0,0,0,0,134,0.527,0.552,0.488,35,49,18,1610612744.0,1
2016-02-06,10,21500769,1610612744,GSW,Golden State,46-4,36,37,18,25,0,0,0,0,0,0,0,0,0,0,116,0.495,0.65,0.26899999999999996,24,46,10,1610612744.0,1
2016-02-09,5,21500788,1610612744,GSW,Golden State,47-4,42,27,24,30,0,0,0,0,0,0,0,0,0,0,123,0.46799999999999997,0.885,0.353,28,49,12,1610612744.0,1
2016-02-10,11,21500799,1610612744,GSW,Golden State,48-4,29,28,34,21,0,0,0,0,0,0,0,0,0,0,112,0.41600000000000004,0.828,0.35,24,50,13,1610612744.0,1
2016-02-19,11,21500815,1610612744,GSW,Golden State,48-5,31,31,17,26,0,0,0,0,0,0,0,0,0,0,105,0.391,0.75,0.353,25,47,20,1610612744.0,1
2016-02-20,4,21500822,1610612744,GSW,Golden State,49-5,33,30,30,22,0,0,0,0,0,0,0,0,0,0,115,0.512,0.769,0.355,32,39,14,1610612744.0,1
2016-02-22,4,21500836,1610612744,GSW,Golden State,50-5,30,28,18,26,0,0,0,0,0,0,0,0,0,0,102,0.43799999999999994,0.833,0.311,30,43,13,1610612744.0,1
2016-02-24,4,21500848,1610612744,GSW,Golden State,51-5,21,30,29,38,0,0,0,0,0,0,0,0,0,0,118,0.467,0.84,0.46399999999999997,23,43,13,1610612744.0,1
2016-02-25,1,21500855,1610612744,GSW,Golden State,52-5,33,26,40,31,0,0,0,0,0,0,0,0,0,0,130,0.602,0.688,0.52,35,42,20,1610612744.0,1
2016-02-27,6,21500874,1610612744,GSW,Golden State,53-5,20,26,32,25,18,0,0,0,0,0,0,0,0,0,121,0.474,0.68,0.43799999999999994,25,32,11,1610612744.0,1
2016-03-01,5,21500895,1610612744,GSW,Golden State,54-5,32,27,16,22,12,0,0,0,0,0,0,0,0,0,109,0.39799999999999996,0.882,0.33299999999999996,28,51,11,1610612744.0,1
2016-03-03,4,21500911,1610612744,GSW,Golden State,55-5,29,34,19,39,0,0,0,0,0,0,0,0,0,0,121,0.54,0.762,0.324,33,40,8,1610612744.0,1
2016-03-06,2,21500931,1610612744,GSW,Golden State,55-6,21,28,24,22,0,0,0,0,0,0,0,0,0,0,95,0.402,0.81,0.133,32,49,20,1610612744.0,1
2016-03-07,7,21500943,1610612744,GSW,Golden State,56-6,31,28,35,25,0,0,0,0,0,0,0,0,0,0,119,0.5,0.7040000000000001,0.457,27,50,24,1610612744.0,1
2016-03-09,9,21500958,1610612744,GSW,Golden State,57-6,23,29,29,34,0,0,0,0,0,0,0,0,0,0,115,0.5710000000000001,0.6,0.433,36,39,15,1610612744.0,1
2016-03-11,9,21500971,1610612744,GSW,Golden State,58-6,40,41,29,18,0,0,0,0,0,0,0,0,0,0,128,0.449,0.769,0.45,23,56,8,1610612744.0,1
2016-03-12,9,21500981,1610612744,GSW,Golden State,59-6,31,29,26,37,0,0,0,0,0,0,0,0,0,0,123,0.5,0.848,0.33299999999999996,28,42,8,1610612744.0,1
2016-03-14,9,21500996,1610612744,GSW,Golden State,60-6,28,31,35,31,0,0,0,0,0,0,0,0,0,0,125,0.58,0.826,0.48,30,46,18,1610612744.0,1
2016-03-16,9,21501011,1610612744,GSW,Golden State,61-6,31,31,35,24,0,0,0,0,0,0,0,0,0,0,121,0.505,0.917,0.486,32,54,12,1610612744.0,1
2016-03-18,7,21501026,1610612744,GSW,Golden State,62-6,42,31,21,36,0,0,0,0,0,0,0,0,0,0,130,0.505,0.857,0.579,35,42,12,1610612744.0,1
2016-03-19,9,21501036,1610612744,GSW,Golden State,62-7,18,19,28,14,0,0,0,0,0,0,0,0,0,0,79,0.37799999999999995,0.8,0.25,24,37,10,1610612744.0,1
2016-03-21,8,21501050,1610612744,GSW,Golden State,63-7,27,34,28,20,0,0,0,0,0,0,0,0,0,0,109,0.494,0.625,0.33299999999999996,31,44,16,1610612744.0,1
2016-03-23,12,21501066,1610612744,GSW,Golden State,64-7,23,28,30,33,0,0,0,0,0,0,0,0,0,0,114,0.44799999999999995,0.75,0.441,23,50,12,1610612744.0,1
2016-03-25,8,21501080,1610612744,GSW,Golden State,65-7,40,32,30,26,0,0,0,0,0,0,0,0,0,0,128,0.489,0.9129999999999999,0.467,30,40,7,1610612744.0,1
2016-03-27,4,21501094,1610612744,GSW,Golden State,66-7,32,39,25,21,0,0,0,0,0,0,0,0,0,0,117,0.53,0.75,0.424,32,44,18,1610612744.0,1
2016-03-29,6,21501112,1610612744,GSW,Golden State,67-7,27,22,30,23,0,0,0,0,0,0,0,0,0,0,102,0.43700000000000006,0.652,0.44,27,55,16,1610612744.0,1
2016-03-30,7,21501119,1610612744,GSW,Golden State,68-7,26,16,21,26,14,0,0,0,0,0,0,0,0,0,103,0.43799999999999994,0.722,0.34299999999999997,19,46,18,1610612744.0,1
2016-04-01,9,21501136,1610612744,GSW,Golden State,68-8,23,20,36,27,0,0,0,0,0,0,0,0,0,0,106,0.45799999999999996,0.769,0.465,25,41,22,1610612744.0,1
2016-04-03,10,21501152,1610612744,GSW,Golden State,69-8,31,32,38,35,0,0,0,0,0,0,0,0,0,0,136,0.568,0.818,0.6,30,43,12,1610612744.0,1
2016-04-05,10,21501163,1610612744,GSW,Golden State,69-9,28,27,31,20,11,0,0,0,0,0,0,0,0,0,117,0.5,0.875,0.34299999999999997,35,46,23,1610612744.0,1
2016-04-07,5,21501177,1610612744,GSW,Golden State,70-9,20,32,35,25,0,0,0,0,0,0,0,0,0,0,112,0.542,0.909,0.48,33,43,15,1610612744.0,1
2016-04-09,3,21501190,1610612744,GSW,Golden State,71-9,31,22,17,30,0,0,0,0,0,0,0,0,0,0,100,0.44799999999999995,0.9229999999999999,0.278,20,48,11,1610612744.0,1
2016-04-10,8,21501201,1610612744,GSW,Golden State,72-9,14,21,27,30,0,0,0,0,0,0,0,0,0,0,92,0.442,0.778,0.37,19,46,13,1610612744.0,1
2016-04-13,11,21501227,1610612744,GSW,Golden State,73-9,37,33,32,23,0,0,0,0,0,0,0,0,0,0,125,0.529,0.813,0.426,35,51,17,1610612744.0,1
2015-10-28,1,21500004,1610612764,WAS,Washington,1-0,31,22,12,23,0,0,0,0,0,0,0,0,0,0,88,0.39299999999999996,0.6,0.25,17,49,17,,0
2015-10-30,7,21500027,1610612764,WAS,Washington,2-0,22,39,21,36,0,0,0,0,0,0,0,0,0,0,118,0.515,0.818,0.5710000000000001,25,37,21,,0
2015-10-31,2,21500034,1610612764,WAS,Washington,2-1,29,27,34,20,0,0,0,0,0,0,0,0,0,0,110,0.42200000000000004,0.848,0.273,17,43,17,,0
2015-11-04,2,21500061,1610612764,WAS,Washington,3-1,22,25,19,36,0,0,0,0,0,0,0,0,0,0,102,0.483,0.7140000000000001,0.348,27,33,10,,0
2015-11-06,2,21500076,1610612764,WAS,Washington,3-2,25,24,25,24,0,0,0,0,0,0,0,0,0,0,98,0.409,0.7829999999999999,0.32,23,45,24,,0
2015-11-07,3,21500086,1610612764,WAS,Washington,3-3,19,26,33,21,0,0,0,0,0,0,0,0,0,0,99,0.48700000000000004,0.882,0.33299999999999996,27,41,24,,0
2015-11-10,2,21500107,1610612764,WAS,Washington,3-4,23,27,21,30,0,0,0,0,0,0,0,0,0,0,101,0.392,0.769,0.20800000000000002,17,41,8,,0
2015-11-14,2,21500139,1610612764,WAS,Washington,4-4,29,21,29,29,0,0,0,0,0,0,0,0,0,0,108,0.47,0.6920000000000001,0.414,29,49,11,,0
2015-11-17,1,21500158,1610612764,WAS,Washington,5-4,27,37,21,30,0,0,0,0,0,0,0,0,0,0,115,0.529,0.7070000000000001,0.545,25,42,12,,0
2015-11-21,4,21500192,1610612764,WAS,Washington,6-4,30,22,23,22,0,0,0,0,0,0,0,0,0,0,97,0.48700000000000004,0.7,0.368,22,42,11,,0
2015-11-24,1,21500209,1610612764,WAS,Washington,6-5,31,30,21,24,0,0,0,0,0,0,0,0,0,0,106,0.45799999999999996,0.708,0.39399999999999996,27,40,21,,0
2015-11-25,1,21500215,1610612764,WAS,Washington,6-6,24,30,27,6,0,0,0,0,0,0,0,0,0,0,87,0.35600000000000004,0.833,0.313,15,41,14,,0
2015-11-27,3,21500229,1610612764,WAS,Washington,6-7,18,18,20,22,0,0,0,0,0,0,0,0,0,0,78,0.321,0.8640000000000001,0.278,16,46,22,,0
2015-11-28,1,21500239,1610612764,WAS,Washington,6-8,23,22,23,14,0,0,0,0,0,0,0,0,0,0,82,0.32899999999999996,0.778,0.304,20,42,14,,0
2015-12-01,1,21500262,1610612764,WAS,Washington,7-8,27,27,26,17,0,0,0,0,0,0,0,0,0,0,97,0.47,0.75,0.25,23,39,12,,0
2015-12-02,2,21500269,1610612764,WAS,Washington,7-9,22,29,24,29,0,0,0,0,0,0,0,0,0,0,104,0.46799999999999997,0.742,0.33299999999999996,24,41,23,,0
2015-12-04,2,21500284,1610612764,WAS,Washington,8-9,22,29,27,31,0,0,0,0,0,0,0,0,0,0,109,0.488,0.76,0.385,19,41,21,,0
2015-12-06,4,21500302,1610612764,WAS,Washington,8-10,28,30,26,20,0,0,0,0,0,0,0,0,0,0,104,0.47200000000000003,0.5710000000000001,0.29600000000000004,22,31,6,,0
2015-12-07,3,21500306,1610612764,WAS,Washington,9-10,29,31,27,27,0,0,0,0,0,0,0,0,0,0,114,0.5,0.765,0.5,23,37,10,,0
2015-12-09,3,21500321,1610612764,WAS,Washington,9-11,17,30,36,20,0,0,0,0,0,0,0,0,0,0,103,0.43799999999999994,0.833,0.2,20,47,18,,0
2015-12-11,7,21500339,1610612764,WAS,Washington,9-12,27,27,23,28,0,0,0,0,0,0,0,0,0,0,105,0.5,0.619,0.444,27,33,10,,0
2015-12-12,7,21500350,1610612764,WAS,Washington,10-12,26,25,39,24,0,0,0,0,0,0,0,0,0,0,114,0.518,0.8,0.483,33,39,13,,0
2015-12-14,6,21500362,1610612764,WAS,Washington,10-13,21,25,15,34,0,0,0,0,0,0,0,0,0,0,95,0.43,0.6,0.375,22,36,14,,0
2015-12-16,9,21500379,1610612764,WAS,Washington,10-14,31,21,19,24,0,0,0,0,0,0,0,0,0,0,95,0.41700000000000004,0.88,0.2,22,38,12,,0
2015-12-19,2,21500399,1610612764,WAS,Washington,11-14,28,31,27,23,0,0,0,0,0,0,0,0,0,0,109,0.506,0.87,0.45,26,38,14,,0
2015-12-21,1,21500410,1610612764,WAS,Washington,12-14,34,29,21,29,0,0,0,0,0,0,0,0,0,0,113,0.506,0.882,0.583,31,38,11,,0
2015-12-23,5,21500427,1610612764,WAS,Washington,13-14,25,34,22,19,0,0,0,0,0,0,0,0,0,0,100,0.451,0.789,0.44,26,44,14,,0
