GAME_SEQUENCE,GAME_ID,TEAM_ID,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,Playoffs
2,21701220,1610612739,20,17,34,27,0,0,0,0,98,0.39399999999999996,0.643,0.25,15,48,14,1
2,21700002,1610612745,34,28,26,34,0,0,0,0,122,0.485,0.684,0.366,28,43,12,1
11,21700013,1610612745,26,26,23,30,0,0,0,0,105,0.39799999999999996,0.9309999999999999,0.267,19,44,14,1
6,21700032,1610612745,33,29,30,15,0,0,0,0,107,0.47600000000000003,0.818,0.23399999999999999,17,54,13,1
3,21700043,1610612745,26,31,19,14,0,0,0,0,90,0.41600000000000004,0.7390000000000001,0.237,25,39,16,1
3,21700057,1610612745,31,25,23,26,0,0,0,0,105,0.48,0.875,0.308,22,40,19,1
1,21700070,1610612745,27,29,22,31,0,0,0,0,109,0.447,0.846,0.386,21,51,15,1
4,21700080,1610612745,32,17,23,17,0,0,0,0,89,0.377,0.81,0.368,18,43,17,1
4,21700095,1610612745,27,29,24,27,0,0,0,0,107,0.39799999999999996,0.737,0.27699999999999997,17,35,15,1
7,21700111,1610612745,24,36,40,19,0,0,0,0,119,0.47700000000000004,0.762,0.365,21,46,14,1
5,21700123,1610612745,36,33,28,22,0,0,0,0,119,0.47200000000000003,0.826,0.34,28,44,12,1
5,21700140,1610612745,39,28,48,22,0,0,0,0,137,0.593,0.857,0.59,26,42,20,1
3,21700166,1610612745,36,29,35,17,0,0,0,0,117,0.46799999999999997,0.8059999999999999,0.348,21,45,22,1
4,21700180,1610612745,33,29,31,18,0,0,0,0,111,0.446,0.75,0.35600000000000004,18,46,15,1
3,21700190,1610612745,35,28,24,31,0,0,0,0,118,0.478,0.833,0.36200000000000004,24,47,13,1
2,21700202,1610612745,33,31,30,19,0,0,0,0,113,0.418,0.8540000000000001,0.308,21,48,19,1
2,21700216,1610612745,45,45,30,22,0,0,0,0,142,0.478,0.9209999999999999,0.47700000000000004,27,51,14,1
5,21700232,1610612745,33,26,23,23,0,0,0,0,105,0.449,0.81,0.419,21,45,16,1
7,21700259,1610612745,36,39,26,24,0,0,0,0,125,0.5489999999999999,0.7390000000000001,0.439,30,46,18,1
6,21700282,1610612745,29,29,37,22,0,0,0,0,117,0.436,0.773,0.38299999999999995,30,42,7,1
